user_id,age,gender,annual_income,device_mobile,traffic_source,product_category,current_session_duration_sec,time_spent_deviation,pages_viewed,basket_icon_click,cart_items_count_this_session,cart_total_value,scrolled_to_reviews,checked_delivery_pdp,saw_checkout,sign_in,is_returning_user,lifetime_purchases_count,customer_conversion_rate,days_since_last_discount,previous_review_sentiment,social_channels_followed_count,should_receive_discount
usr_0215,19,1,84902.67,1,1,2,151.4,3.8,4,1,1,30.06,1,0,1,1,1,1,0.067,12,2,0,0
usr_0216,61,1,46772.27,1,3,1,90.3,-113.0,5,1,1,34.01,0,0,0,1,1,2,0.067,30,1,1,1
usr_0217,43,1,44160.18,1,3,3,182.0,38.3,6,1,1,21.31,1,0,1,1,1,1,0.05,60,2,0,1
usr_0218,49,1,63437.94,1,3,0,291.6,110.6,7,1,1,19.93,1,0,1,0,0,0,0.005,999,1,1,1
usr_0219,23,0,37029.06,0,3,0,184.8,13.9,6,0,0,6.53,1,1,0,0,0,0,0.005,999,1,2,1
usr_0220,49,0,60432.25,1,4,2,222.8,18.2,6,0,0,3.8,0,0,0,0,0,0,0.005,999,1,4,1
usr_0221,21,0,68789.45,1,2,2,241.3,61.9,5,0,0,5.17,0,1,0,1,0,0,0.005,999,1,0,1
usr_0222,28,1,77084.8,0,3,3,179.5,7.4,4,0,0,4.27,0,0,0,1,1,2,0.083,12,2,1,0
usr_0223,34,1,53197.23,1,3,0,276.0,128.1,5,1,2,87.42,1,0,1,1,0,0,0.005,999,1,2,1
usr_0224,55,0,51333.87,1,1,2,230.2,48.8,5,0,0,5.49,1,0,0,1,1,2,0.069,90,2,1,1
usr_0225,41,0,39196.31,1,1,2,322.1,152.5,7,1,3,84.21,1,0,0,1,1,5,0.147,180,2,1,1
usr_0226,22,1,40116.15,1,1,0,106.9,-38.3,3,1,3,129.31,0,0,1,1,1,5,0.417,90,2,0,1
usr_0227,51,1,50923.38,0,2,1,156.7,-29.7,6,1,4,158.21,1,0,1,1,1,3,0.107,30,0,2,1
usr_0228,23,1,61612.58,1,3,0,152.7,-41.9,4,1,3,123.41,1,1,0,1,1,4,0.121,12,0,3,1
usr_0229,39,0,71444.52,1,4,0,137.6,-28.9,4,1,1,49.34,0,1,1,1,1,2,0.154,180,1,4,1
usr_0230,28,0,40542.78,1,1,3,278.5,61.2,7,1,1,40.81,1,0,0,1,1,0,0.005,999,1,3,1
usr_0231,33,0,81868.39,0,1,2,148.5,-42.1,5,0,0,7.03,1,0,0,0,0,0,0.005,999,1,0,1
usr_0232,50,1,50119.78,1,4,2,112.7,-15.9,2,1,2,69.16,1,0,1,0,0,0,0.005,999,1,2,1
usr_0233,26,0,54615.39,1,1,3,75.0,-158.5,2,1,3,58.4,1,0,0,1,1,5,0.278,60,2,1,1
usr_0234,23,1,41550.19,1,2,1,297.6,86.9,8,1,3,99.63,0,1,1,1,1,5,0.185,90,2,4,1
usr_0235,33,0,18000.0,1,3,3,92.0,-128.1,2,1,1,32.75,1,1,1,1,1,2,0.286,180,2,4,1
usr_0236,46,1,70912.82,1,2,1,440.3,244.3,8,1,2,54.66,1,1,1,0,0,0,0.005,999,1,4,1
usr_0237,20,1,68263.19,1,1,3,134.7,48.2,2,0,0,5.23,1,0,0,1,0,0,0.005,999,1,3,0
usr_0238,37,1,49936.1,1,1,0,260.2,36.5,4,0,0,6.89,1,1,0,1,1,4,0.16,12,1,1,0
usr_0239,53,0,56205.83,0,1,3,37.1,-145.3,1,1,2,58.61,1,0,1,1,1,1,0.036,60,2,2,1
usr_0240,36,0,64286.91,1,3,0,119.1,-75.0,3,1,1,30.95,0,1,1,1,0,0,0.005,999,1,4,1
usr_0241,43,0,26874.17,0,2,0,178.7,-22.9,5,1,4,131.37,1,0,1,1,1,3,0.136,12,1,1,1
usr_0242,20,1,45477.05,1,1,2,145.8,-111.7,3,0,0,4.55,0,0,0,1,1,4,0.19,12,1,3,0
usr_0243,36,1,69296.76,0,3,1,187.3,29.1,4,1,3,88.5,0,0,0,1,1,1,0.071,60,2,4,1
usr_0244,37,1,32422.79,0,4,2,144.5,-14.7,4,1,1,42.24,0,0,1,0,0,0,0.005,999,1,1,1
usr_0245,49,1,60284.04,0,1,1,140.7,-5.3,4,1,2,63.39,1,1,0,0,0,0,0.005,999,1,0,1
usr_0246,24,1,30581.53,0,2,2,124.6,-12.6,4,1,2,78.79,1,1,1,0,0,0,0.005,999,1,0,1
usr_0247,58,0,63395.74,1,3,0,45.1,-92.8,4,1,3,88.69,0,0,1,0,0,0,0.005,999,1,0,1
usr_0248,50,1,54358.45,1,1,0,110.2,4.3,4,1,1,53.95,0,1,1,0,0,0,0.005,999,1,1,1
usr_0249,57,0,25927.63,1,2,0,214.1,17.0,4,1,3,107.21,1,0,1,0,0,0,0.005,999,1,1,1
usr_0250,56,0,75965.31,0,3,1,185.2,-74.3,3,1,0,4.82,1,0,0,0,0,0,0.005,999,1,2,1
usr_0251,35,1,41777.35,0,4,0,405.7,143.6,7,0,0,4.79,1,1,0,0,0,0,0.005,999,1,1,0
usr_0252,57,0,40415.46,0,4,1,165.2,19.3,3,1,1,28.42,0,1,0,0,0,0,0.005,999,1,4,0
usr_0253,18,0,58610.25,0,3,1,179.6,10.5,6,1,2,59.97,0,0,0,0,0,0,0.005,999,1,0,1
usr_0254,28,1,75675.47,1,3,0,64.2,-165.1,2,1,1,51.78,0,0,0,1,1,0,0.005,999,1,3,1
usr_0255,45,0,36715.21,0,2,1,122.1,-75.2,6,1,2,60.6,0,0,1,1,1,6,0.5,60,0,0,1
usr_0256,42,1,56110.24,1,3,3,177.5,-7.9,5,1,2,50.83,0,1,1,0,0,0,0.005,999,1,2,1
usr_0257,40,0,62718.7,0,2,0,258.8,89.1,6,0,0,5.71,0,1,0,1,0,0,0.005,999,1,2,1
usr_0258,48,0,67475.9,0,1,1,235.8,8.7,8,1,3,97.41,0,0,1,1,1,4,0.154,180,2,2,1
usr_0259,47,0,58175.95,1,3,2,193.2,56.1,4,0,0,4.88,0,1,0,1,1,4,0.19,5,1,1,0
usr_0260,59,0,48393.5,1,3,1,108.1,-91.1,2,1,3,81.35,1,0,1,0,0,0,0.005,999,1,0,1
usr_0261,52,1,40103.38,0,2,2,149.7,-44.1,4,1,1,35.91,0,0,0,1,1,2,0.105,90,2,1,1
usr_0262,24,0,56550.59,0,4,1,132.1,-49.6,5,1,1,40.5,0,1,1,0,0,0,0.005,999,1,0,1
usr_0263,33,1,35701.5,1,1,1,238.8,27.3,4,1,1,38.3,1,0,1,0,0,0,0.005,999,1,1,1
usr_0264,43,1,18000.0,0,2,0,133.8,-47.5,3,0,0,6.03,1,0,0,0,0,0,0.005,999,1,1,1
usr_0265,19,1,62858.08,0,1,2,265.7,107.1,4,1,1,24.1,1,1,0,0,0,0,0.005,999,1,2,0
usr_0266,18,1,71270.83,1,3,2,218.0,34.3,5,0,0,4.97,1,0,0,1,1,2,0.069,60,2,3,1
usr_0267,29,1,18000.0,1,3,0,222.2,105.9,5,0,0,5.96,1,0,0,1,1,3,0.176,60,1,4,1
usr_0268,22,0,36824.85,1,2,1,154.6,-49.9,5,0,0,5.43,1,1,0,1,1,1,0.091,60,2,1,1
usr_0269,54,0,66144.78,1,3,3,187.1,-27.6,5,1,1,31.53,1,1,1,0,0,0,0.005,999,1,0,0
usr_0270,49,0,92034.92,1,2,1,76.4,-77.3,3,1,2,59.67,1,1,1,0,0,0,0.005,999,1,2,1
usr_0271,26,1,55374.29,1,3,1,108.0,-36.2,4,1,1,54.41,0,0,1,0,0,0,0.005,999,1,1,1
usr_0272,58,0,41895.95,1,2,3,110.3,-44.9,2,1,3,107.79,0,0,1,0,0,0,0.005,999,1,1,1
usr_0273,52,1,51707.86,1,2,2,85.7,-91.8,2,1,1,22.1,1,1,1,1,1,1,0.043,60,2,1,0
usr_0274,36,1,79747.78,0,4,1,82.4,-106.2,2,1,2,74.49,0,0,0,1,0,0,0.005,999,1,2,1
usr_0275,33,0,43372.64,1,1,2,199.2,-45.4,6,1,2,70.26,1,0,1,1,1,3,0.231,30,1,3,1
usr_0276,20,1,40614.54,1,1,3,260.1,20.5,7,1,1,23.6,0,0,0,1,0,0,0.005,999,1,4,1
usr_0277,37,0,46310.62,1,3,1,173.3,-40.0,3,1,2,68.62,0,0,0,1,0,0,0.005,999,1,4,1
usr_0278,41,0,37840.09,1,4,1,304.6,119.7,7,0,0,5.84,1,0,0,0,0,0,0.005,999,1,3,1
usr_0279,50,1,57208.07,1,2,1,115.9,-27.0,4,1,3,120.59,0,1,1,1,0,0,0.005,999,1,3,1
usr_0280,41,1,84244.21,0,1,3,117.2,-130.0,2,1,2,35.59,1,1,0,1,1,2,0.167,60,2,0,1
usr_0281,28,1,60815.43,1,2,2,255.3,85.2,4,0,0,5.13,1,0,0,1,1,3,0.103,60,1,3,0
usr_0282,25,0,50457.64,0,2,0,334.1,142.8,7,1,2,86.56,1,1,0,1,1,6,0.273,180,1,0,1
usr_0283,53,0,49747.4,0,1,3,215.3,10.2,4,0,0,5.99,1,1,0,0,0,0,0.005,999,1,2,1
usr_0284,55,1,26862.57,0,3,1,176.4,-6.1,3,1,0,6.49,1,1,0,1,1,3,0.115,90,2,0,1
usr_0285,57,1,70895.98,1,4,0,72.9,-153.1,3,0,0,5.2,1,0,0,1,1,3,0.2,180,1,1,0
usr_0286,37,1,53598.93,0,2,1,511.5,313.3,8,1,2,63.21,1,0,1,1,1,3,0.25,60,2,0,1
usr_0287,52,0,51751.36,1,2,1,225.2,5.7,4,1,2,74.81,1,0,0,1,0,0,0.005,999,1,1,0
usr_0288,42,1,112475.94,1,2,3,150.1,-47.8,3,1,2,61.37,1,0,1,0,0,0,0.005,999,1,1,1
usr_0289,52,0,60377.55,0,1,0,282.0,103.5,7,1,0,4.01,1,0,0,1,1,3,0.111,180,1,0,1
usr_0290,42,0,41467.76,1,4,3,36.5,-146.5,1,1,1,33.74,1,0,0,0,0,0,0.005,999,1,3,1
usr_0291,46,1,47325.56,1,2,1,228.6,51.1,6,1,2,58.6,0,0,1,0,0,0,0.005,999,1,3,1
usr_0292,35,0,75672.02,0,2,0,103.3,-25.3,2,0,0,4.16,0,0,0,1,1,3,0.333,90,1,2,0
usr_0293,63,1,57038.87,1,3,3,92.7,-47.3,3,1,1,25.52,0,0,1,0,0,0,0.005,999,1,3,1
usr_0294,35,0,29111.0,0,2,1,325.8,116.2,8,0,0,5.14,0,0,0,1,1,3,0.136,90,1,2,1
usr_0295,19,0,71546.12,1,3,0,167.3,37.7,6,1,0,6.09,1,1,0,1,1,1,0.036,60,2,4,1
usr_0296,52,1,42973.41,1,1,1,189.4,25.6,5,1,1,50.18,0,0,1,0,0,0,0.005,999,1,1,1
usr_0297,33,1,88719.36,1,4,3,83.8,-54.2,3,1,2,93.16,1,1,1,1,1,3,0.3,30,1,1,1
usr_0298,58,1,74440.87,1,4,0,57.5,-104.2,2,0,0,5.44,0,1,0,1,0,0,0.005,999,1,3,1
usr_0299,53,1,46948.21,0,3,0,321.1,147.3,7,0,0,4.56,0,1,0,0,0,0,0.005,999,1,1,1
usr_0300,50,1,78058.29,0,4,0,177.7,13.9,5,1,0,2.99,0,1,0,1,1,6,0.214,30,1,0,1
usr_0301,21,1,56221.4,1,1,0,115.0,-7.9,3,0,0,3.62,1,1,0,1,0,0,0.005,999,1,2,1
usr_0302,50,1,70349.93,1,2,2,142.1,-30.5,4,0,0,3.88,0,0,0,1,1,4,0.182,5,1,0,0
usr_0303,31,0,63725.19,1,3,1,448.6,307.0,6,1,1,42.05,0,1,1,1,1,2,0.222,5,0,1,1
usr_0304,38,1,39765.58,1,3,0,201.7,47.2,4,1,2,81.98,1,1,0,1,0,0,0.005,999,1,0,1
usr_0305,37,0,43416.1,1,2,0,206.8,-2.8,4,1,1,48.61,0,1,0,1,1,7,0.333,30,2,3,0
usr_0306,25,1,73539.29,1,2,0,227.4,9.2,7,1,2,60.33,0,0,1,1,1,2,0.105,30,1,4,1
usr_0307,24,1,48974.04,0,1,3,427.0,299.4,9,1,2,89.26,1,0,1,0,0,0,0.005,999,1,0,1
usr_0308,20,0,47734.33,1,2,0,124.3,-118.4,3,0,0,6.17,0,1,0,1,1,3,0.103,30,2,0,1
usr_0309,34,1,37807.79,1,1,3,73.7,-85.9,2,0,0,5.79,0,1,0,0,0,0,0.005,999,1,0,0
usr_0310,50,1,62624.78,0,3,1,265.1,109.1,4,1,3,104.09,0,1,1,1,1,1,0.033,30,2,2,0
usr_0311,29,0,92125.45,1,1,0,246.9,102.6,5,1,0,5.05,0,0,0,1,1,2,0.25,60,2,1,0
usr_0312,39,1,35784.41,1,1,3,58.8,-123.4,1,1,0,5.29,1,0,0,1,1,4,0.222,12,2,1,0
usr_0313,39,1,55435.95,1,3,1,210.9,-48.4,7,0,0,4.57,0,0,0,0,0,0,0.005,999,1,0,0
usr_0314,63,0,80419.97,0,3,2,161.0,42.6,6,1,1,15.47,1,0,0,1,1,2,0.111,90,1,1,0
usr_0315,47,1,53566.45,1,4,3,405.6,307.9,10,1,1,30.82,1,0,0,0,0,0,0.005,999,1,1,1
usr_0316,55,0,63142.69,1,3,0,145.0,-45.7,4,1,4,136.46,0,0,1,1,0,0,0.005,999,1,2,1
usr_0317,55,1,35876.92,1,2,0,201.9,-0.9,4,1,3,77.71,1,0,0,1,1,5,0.179,90,2,0,1
usr_0318,62,1,62709.53,0,4,2,205.1,23.0,4,1,1,23.94,0,0,1,1,1,2,0.286,180,2,2,1
usr_0319,25,1,51631.4,0,2,0,338.8,135.0,8,1,1,17.19,0,0,0,0,0,0,0.005,999,1,1,0
usr_0320,44,1,72743.14,1,1,0,112.4,-22.3,2,1,1,27.32,0,1,0,1,1,4,0.129,180,1,1,1
usr_0321,44,1,76372.95,1,3,0,181.8,39.6,4,1,0,4.39,0,1,0,1,1,6,0.261,12,1,1,0
usr_0322,51,1,101612.15,1,4,0,101.1,-83.9,3,0,0,3.16,1,1,0,1,1,1,0.083,90,0,2,1
usr_0323,38,0,65433.4,1,2,2,275.8,25.5,7,0,0,5.91,0,0,0,1,1,2,0.25,180,2,1,1
usr_0324,47,1,60864.33,0,1,0,137.4,-65.0,3,0,0,3.04,1,1,0,0,0,0,0.005,999,1,3,1
usr_0325,50,0,58498.92,1,1,1,268.2,63.9,5,0,0,3.59,1,0,0,1,1,2,0.077,12,1,0,0
usr_0326,45,1,48643.01,0,1,2,183.3,46.2,4,1,1,40.31,0,1,1,1,1,2,0.118,180,2,0,1
usr_0327,64,0,61092.71,1,2,1,111.9,-85.0,3,1,4,158.55,1,1,0,1,0,0,0.005,999,1,0,1
usr_0328,50,0,49682.77,1,3,0,218.9,86.2,4,1,1,34.94,1,0,1,1,1,4,0.167,90,2,1,1
usr_0329,22,0,58032.3,1,1,2,235.3,-15.4,5,1,4,128.03,0,1,1,0,0,0,0.005,999,1,0,1
usr_0330,36,1,78716.76,1,4,0,363.8,224.3,6,1,1,38.82,0,0,1,1,1,2,0.069,12,1,0,0
usr_0331,21,0,36882.23,1,3,2,176.7,28.6,4,1,1,41.99,0,0,1,0,0,0,0.005,999,1,1,1
usr_0332,52,1,75517.81,0,3,3,95.2,-25.9,3,1,1,33.36,0,1,0,1,1,2,0.077,180,2,2,0
usr_0333,34,0,78708.07,0,4,1,283.1,99.7,5,0,0,5.84,0,0,0,1,1,4,0.148,60,2,2,1
usr_0334,61,0,52874.77,1,1,1,45.6,-136.2,1,0,0,4.45,0,0,0,1,1,3,0.214,30,2,1,1
usr_0335,45,1,18000.0,1,2,1,186.7,-53.8,4,1,3,97.7,1,1,0,1,1,1,0.071,5,2,1,0
usr_0336,47,1,44059.2,0,3,1,97.0,-114.1,2,1,4,131.17,1,0,1,0,0,0,0.005,999,1,2,1
usr_0337,46,0,78345.9,1,4,3,134.1,-14.3,3,1,0,6.36,1,1,0,0,0,0,0.005,999,1,1,0
usr_0338,63,1,54588.37,1,3,3,240.3,25.4,6,0,0,5.73,0,1,0,0,0,0,0.005,999,1,2,1
usr_0339,23,1,37012.56,1,1,0,73.0,-57.3,3,1,1,41.78,0,0,1,0,0,0,0.005,999,1,4,0
usr_0340,52,1,45914.05,1,4,2,40.5,-110.8,1,0,0,6.32,0,0,0,1,0,0,0.005,999,1,3,1
usr_0341,58,0,70131.16,1,1,3,172.9,-11.8,3,1,1,33.51,0,0,0,0,0,0,0.005,999,1,1,0
usr_0342,54,0,64841.2,0,4,3,147.9,13.2,3,1,0,4.22,1,0,0,1,1,3,0.375,12,0,1,0
usr_0343,41,1,50699.22,0,4,1,138.3,-84.3,2,1,1,35.91,0,0,1,1,1,1,0.091,12,2,2,0
usr_0344,46,0,48397.16,1,1,1,150.2,-121.0,5,1,1,27.97,0,0,1,1,1,3,0.25,60,1,1,1
usr_0345,63,1,47948.35,1,3,0,210.7,42.5,5,1,1,22.19,0,0,1,1,1,3,0.1,90,1,2,1
usr_0346,48,1,38396.62,0,1,3,282.3,128.4,5,0,0,5.05,1,0,0,0,0,0,0.005,999,1,1,0
usr_0347,52,1,84076.76,1,2,0,145.3,-29.5,4,1,1,47.84,1,1,1,0,0,0,0.005,999,1,3,1
usr_0348,50,1,49198.23,1,2,1,217.6,59.9,6,1,4,118.72,0,1,1,0,0,0,0.005,999,1,0,1
usr_0349,38,1,76908.85,1,3,0,231.4,40.9,6,1,1,23.67,0,1,0,1,0,0,0.005,999,1,0,1
usr_0350,49,0,82383.69,0,4,0,185.8,58.7,5,1,3,141.98,0,0,1,1,1,2,0.065,5,1,2,1
usr_0351,40,1,72969.6,1,3,1,151.6,-41.1,3,1,2,64.73,1,0,1,0,0,0,0.005,999,1,1,1
usr_0352,50,0,47230.83,1,2,3,31.1,-225.4,1,1,4,158.23,1,1,1,1,1,4,0.286,12,1,0,1
usr_0353,20,1,62267.14,1,4,0,72.2,-27.7,1,1,2,52.34,1,0,0,0,0,0,0.005,999,1,1,1
usr_0354,35,1,54564.48,1,4,1,154.9,21.6,5,1,2,64.16,1,0,1,1,1,5,0.455,60,1,0,1
usr_0355,42,1,38733.37,1,1,0,27.1,-135.1,1,1,3,129.61,0,1,1,1,1,0,0.005,999,2,2,1
usr_0356,59,1,60838.47,1,4,0,211.9,10.2,5,0,0,4.39,0,0,0,1,1,5,0.152,180,2,1,1
usr_0357,48,1,33777.28,0,1,1,118.9,-96.7,3,1,1,33.15,1,0,1,1,1,1,0.059,12,1,0,1
usr_0358,20,0,76378.23,1,4,1,164.0,-48.4,4,1,4,80.36,0,1,1,1,1,2,0.111,5,1,1,1
usr_0359,57,0,46636.89,1,1,0,187.5,75.2,4,1,2,76.59,1,1,0,1,1,2,0.071,60,1,0,1
usr_0360,63,1,58620.87,1,1,0,298.9,145.9,6,1,4,102.85,0,0,1,0,0,0,0.005,999,1,2,1
usr_0361,41,0,60099.18,0,2,0,313.7,169.7,5,1,2,81.92,0,0,1,1,1,3,0.214,90,1,0,1
usr_0362,49,0,50339.71,0,3,0,107.7,-69.7,3,1,3,100.86,1,0,0,1,0,0,0.005,999,1,3,1
usr_0363,64,0,65560.49,1,2,3,308.2,127.5,6,1,2,68.66,0,1,0,0,0,0,0.005,999,1,0,1
usr_0364,39,0,46451.73,1,1,3,61.0,-64.2,1,1,2,76.36,0,0,1,1,1,3,0.214,5,2,1,1
usr_0365,40,0,70683.35,1,3,0,37.4,-125.0,3,1,1,35.0,0,0,1,0,0,0,0.005,999,1,2,1
usr_0366,19,0,30772.37,1,4,1,132.5,-70.7,4,1,3,137.24,1,1,1,0,0,0,0.005,999,1,0,1
usr_0367,44,0,57274.83,1,2,3,208.9,54.0,8,1,2,88.96,0,0,0,1,1,3,0.107,12,2,0,0
usr_0368,59,0,89900.72,1,1,0,103.2,-68.8,2,1,2,44.52,0,1,0,1,1,4,0.16,12,2,1,0
usr_0369,19,1,36994.04,1,2,3,276.8,28.9,6,1,2,61.27,1,1,0,0,0,0,0.005,999,1,0,1
usr_0370,43,0,42800.59,1,1,3,101.1,-158.5,2,1,1,38.69,0,0,1,1,1,1,0.033,90,2,1,1
usr_0371,34,0,64250.34,1,4,0,194.2,100.7,5,0,0,4.58,1,1,0,1,0,0,0.005,999,1,2,0
usr_0372,57,1,58232.47,0,4,0,162.7,-21.9,4,1,3,58.37,0,0,1,0,0,0,0.005,999,1,0,1
usr_0373,50,0,61311.34,1,3,3,91.8,-204.9,2,1,1,25.92,1,1,1,1,1,3,0.12,90,2,1,1
usr_0374,26,1,63805.37,1,2,1,153.2,-46.0,4,1,1,31.08,0,1,0,1,1,1,0.042,90,0,4,1
usr_0375,60,1,66424.99,0,3,0,61.8,-118.9,1,0,0,5.3,1,0,0,0,0,0,0.005,999,1,3,1
usr_0376,56,0,74974.6,0,3,0,121.2,-111.3,4,1,2,46.18,1,1,0,1,0,0,0.005,999,1,0,1
usr_0377,46,0,62376.74,0,4,1,135.0,-53.7,4,1,2,35.54,1,1,0,0,0,0,0.005,999,1,0,0
usr_0378,59,1,50657.36,0,3,2,261.2,52.8,6,1,2,82.35,0,0,0,1,0,0,0.005,999,1,1,1
usr_0379,43,1,67106.33,0,3,2,297.2,125.6,8,1,1,39.45,0,0,1,1,1,9,0.562,90,2,0,1
usr_0380,52,1,89197.87,1,3,3,65.9,-122.2,2,1,1,34.23,1,0,1,0,0,0,0.005,999,1,0,1
usr_0381,42,1,52612.59,1,2,0,151.6,-45.5,3,1,1,32.8,0,0,1,1,1,2,0.222,12,0,0,0
usr_0382,41,0,37458.47,1,4,1,178.2,-36.4,5,0,0,6.18,0,1,0,1,1,5,0.156,12,1,0,0
usr_0383,30,1,74927.45,0,2,1,102.1,-60.6,3,1,2,48.03,1,1,1,0,0,0,0.005,999,1,1,1
usr_0384,24,0,52833.14,0,3,1,277.9,116.3,7,0,0,4.63,0,0,0,1,1,2,0.286,12,1,1,0
usr_0385,53,1,18000.0,1,1,0,217.5,114.6,7,1,1,32.74,1,0,0,0,0,0,0.005,999,1,0,1
usr_0386,62,1,70253.59,1,3,3,250.0,85.5,6,1,1,39.34,0,0,1,1,1,4,0.364,12,2,1,0
usr_0387,37,1,45364.09,1,3,3,83.9,-134.2,2,1,1,39.01,1,0,0,1,1,1,0.1,30,1,1,0
usr_0388,18,1,53370.4,1,1,1,215.6,17.1,6,1,3,108.82,1,0,0,1,1,3,0.143,180,2,2,0
usr_0389,25,0,60975.65,1,1,2,148.2,8.1,4,0,0,5.66,0,0,0,1,1,7,0.467,30,2,4,0
usr_0390,63,0,58428.99,0,3,0,168.3,64.5,3,1,2,67.82,1,0,1,1,1,1,0.037,180,1,4,1
usr_0391,33,0,67770.13,1,3,1,279.1,104.8,6,0,0,4.74,0,1,0,1,1,3,0.188,60,2,1,1
usr_0392,31,0,47161.25,0,2,2,129.4,-87.6,6,0,0,4.56,1,1,0,1,1,3,0.12,12,0,3,0
usr_0393,29,1,64235.9,1,1,1,265.5,104.7,5,1,1,33.65,1,1,1,1,1,3,0.176,90,2,0,1
usr_0394,40,0,50328.16,1,3,3,335.9,213.7,7,1,0,5.52,0,0,0,1,1,1,0.077,5,1,1,0
usr_0395,32,0,68298.59,0,1,2,103.5,-52.9,2,1,2,73.76,1,1,1,0,0,0,0.005,999,1,2,1
usr_0396,45,1,66076.61,0,2,1,265.8,72.8,5,1,1,34.24,0,1,1,1,1,2,0.25,12,1,1,0
usr_0397,51,1,38162.1,0,1,2,293.8,64.1,7,1,0,3.45,1,1,0,1,1,7,0.226,90,2,0,1
usr_0398,19,1,74547.68,1,1,0,297.1,127.4,6,0,0,6.75,0,0,0,1,0,0,0.005,999,1,0,1
usr_0399,49,1,45352.66,0,1,1,253.5,31.3,7,1,1,32.29,1,0,0,1,1,5,0.172,12,0,1,0
usr_0400,40,0,69545.04,1,2,0,313.5,95.7,6,1,2,52.4,1,0,1,0,0,0,0.005,999,1,2,1
usr_0401,39,0,61611.17,0,1,1,183.0,50.1,4,1,1,27.86,0,0,0,1,1,8,0.348,30,2,4,1
usr_0402,42,1,88087.31,1,2,2,36.0,-194.0,1,1,1,36.48,1,1,1,0,0,0,0.005,999,1,0,1
usr_0403,39,1,50977.61,1,2,1,327.1,135.3,6,1,2,41.02,0,1,1,1,1,4,0.154,60,2,4,1
usr_0404,39,0,48712.3,1,2,2,127.9,-3.8,3,1,1,33.07,0,0,1,1,0,0,0.005,999,1,0,1
usr_0405,59,1,54650.45,1,2,1,196.4,-54.0,5,0,0,4.95,0,0,0,1,0,0,0.005,999,1,4,1
usr_0406,23,0,49542.76,0,4,0,81.9,-93.1,2,1,1,23.6,0,1,1,1,1,2,0.25,5,1,3,0
usr_0407,32,0,69398.95,0,1,3,190.3,88.0,5,1,1,33.26,0,0,1,1,1,4,0.364,180,0,0,1
usr_0408,60,1,25906.41,1,2,0,183.5,31.8,4,1,2,51.82,0,1,1,1,0,0,0.005,999,1,0,1
usr_0409,54,1,36033.72,1,1,0,153.2,11.3,5,1,1,49.58,0,1,1,1,1,2,0.182,5,2,0,1
usr_0410,50,1,35779.55,1,1,1,76.0,-76.7,3,1,4,166.46,0,0,1,0,0,0,0.005,999,1,4,1
usr_0411,25,0,72105.54,0,3,0,175.9,13.7,6,0,0,5.05,0,1,0,1,1,7,0.333,60,2,1,1
usr_0412,61,1,85791.04,0,3,0,190.8,21.1,4,1,4,114.18,1,0,0,1,0,0,0.005,999,1,2,1
usr_0413,61,0,53119.91,0,4,2,50.6,-117.6,1,1,1,36.03,1,1,1,1,1,5,0.179,60,2,0,1
usr_0414,22,0,51961.21,1,3,1,65.9,-110.2,1,1,2,76.28,0,1,0,1,1,3,0.13,12,2,4,1
usr_0415,56,1,56260.94,0,4,1,130.2,-73.3,3,0,0,4.29,1,1,0,1,1,1,0.059,60,0,0,1
usr_0416,21,1,75913.81,1,1,3,313.2,163.1,6,1,1,23.88,1,0,0,0,0,0,0.005,999,1,0,0
usr_0417,23,1,38307.64,0,1,1,170.9,-56.3,5,1,2,60.65,1,0,1,0,0,0,0.005,999,1,1,1
usr_0418,62,1,59290.64,1,1,3,186.4,55.4,5,1,2,65.25,0,0,0,1,1,5,0.161,12,2,1,0
usr_0419,49,1,72553.56,0,1,0,52.6,-152.0,1,0,0,4.1,0,0,0,0,0,0,0.005,999,1,0,0
usr_0420,47,1,64019.7,1,2,1,89.0,-156.7,2,1,1,34.51,1,1,1,0,0,0,0.005,999,1,1,1
usr_0421,64,0,58412.47,1,3,3,86.7,-86.2,2,0,0,6.05,1,0,0,1,1,2,0.182,30,2,0,1
usr_0422,52,0,73018.83,0,1,1,130.6,-57.1,4,1,4,170.94,0,1,0,1,1,2,0.074,180,2,1,1
usr_0423,57,0,18000.0,1,4,2,96.4,-44.9,4,1,3,120.3,0,0,1,1,0,0,0.005,999,1,1,1
usr_0424,33,0,67201.76,1,4,1,155.2,-4.3,3,0,0,5.18,1,0,0,0,0,0,0.005,999,1,0,1
usr_0425,30,1,43226.64,1,1,0,289.9,47.2,6,1,3,65.82,1,1,0,1,1,3,0.214,90,1,1,1
usr_0426,59,1,22048.61,1,1,1,240.9,31.0,7,1,3,124.47,1,0,1,1,1,1,0.1,180,2,2,1
usr_0427,47,0,64201.65,0,1,1,235.2,38.5,5,1,1,38.55,0,1,1,0,0,0,0.005,999,1,0,1
usr_0428,36,0,79725.85,1,1,3,126.5,24.0,3,1,2,59.91,0,0,1,1,1,1,0.038,12,2,1,0
usr_0429,34,1,52525.93,0,1,0,385.4,234.1,7,1,1,32.24,0,1,1,1,1,3,0.136,90,0,2,1
usr_0430,36,0,72151.74,0,2,3,61.0,-188.6,2,1,2,65.05,0,0,1,1,0,0,0.005,999,1,0,1
usr_0431,45,1,84021.01,1,1,3,89.5,-106.9,2,1,1,28.5,0,1,0,0,0,0,0.005,999,1,1,1
